country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
NZ,New Zealand,,,,,,2020-03-13,2,0,-12,6,18,-1
NZ,New Zealand,,,,,,2020-03-14,4,3,0,-2,6,1
NZ,New Zealand,,,,,,2020-03-15,-1,6,-8,-2,1,1
NZ,New Zealand,,,,,,2020-03-16,-7,5,-19,3,30,-1
NZ,New Zealand,,,,,,2020-03-17,-9,10,-22,-9,13,1
NZ,New Zealand,,,,,,2020-03-18,-8,13,-22,-10,10,2
NZ,New Zealand,,,,,,2020-03-19,-10,22,-34,-14,12,3
NZ,New Zealand,,,,,,2020-03-20,-13,12,-37,-20,9,5
NZ,New Zealand,,,,,,2020-03-21,-17,6,-38,-32,0,8
NZ,New Zealand,,,,,,2020-03-22,-25,-4,-36,-36,-8,8
NZ,New Zealand,,,,,,2020-03-23,-12,29,-50,-34,6,6
NZ,New Zealand,,,,,,2020-03-24,-19,12,-52,-51,-32,16
NZ,New Zealand,,,,,,2020-03-25,-38,4,-52,-61,-49,20
NZ,New Zealand,,,,,,2020-03-26,-92,-58,-77,-84,-74,35
NZ,New Zealand,,,,,,2020-03-27,-91,-48,-80,-84,-74,38
NZ,New Zealand,,,,,,2020-03-28,-92,-53,-80,-84,-63,26
NZ,New Zealand,,,,,,2020-03-29,-91,-54,-78,-84,-59,22
NZ,New Zealand,,,,,,2020-03-30,-88,-44,-73,-85,-71,30
NZ,New Zealand,,,,,,2020-03-31,-87,-38,-66,-85,-75,33
NZ,New Zealand,,,,,,2020-04-01,-87,-38,-66,-85,-74,34
NZ,New Zealand,,,,,,2020-04-02,-88,-37,-69,-85,-74,34
NZ,New Zealand,,,,,,2020-04-03,-89,-37,-72,-86,-73,37
NZ,New Zealand,,,,,,2020-04-04,-91,-46,-75,-84,-60,25
NZ,New Zealand,,,,,,2020-04-05,-90,-48,-74,-84,-57,21
NZ,New Zealand,,,,,,2020-04-06,-88,-39,-71,-85,-70,30
NZ,New Zealand,,,,,,2020-04-07,-88,-35,-67,-85,-74,33
NZ,New Zealand,,,,,,2020-04-08,-87,-31,-74,-85,-74,33
NZ,New Zealand,,,,,,2020-04-09,-86,-18,-77,-85,-73,33
NZ,New Zealand,,,,,,2020-04-10,-95,-91,-68,-89,-88,42
NZ,New Zealand,,,,,,2020-04-11,-88,-33,-75,-82,-58,24
NZ,New Zealand,,,,,,2020-04-12,-92,-59,-77,-85,-59,22
NZ,New Zealand,,,,,,2020-04-13,-91,-45,-76,-89,-85,34
NZ,New Zealand,,,,,,2020-04-14,-89,-37,-77,-87,-74,34
NZ,New Zealand,,,,,,2020-04-15,-88,-36,-76,-86,-73,34
NZ,New Zealand,,,,,,2020-04-16,-89,-35,-75,-86,-72,34
NZ,New Zealand,,,,,,2020-04-17,-90,-37,-81,-87,-72,37
NZ,New Zealand,,,,,,2020-04-18,-91,-45,-77,-84,-57,25
NZ,New Zealand,,,,,,2020-04-19,-91,-50,-77,-85,-55,21
NZ,New Zealand,,,,,,2020-04-20,-89,-42,-71,-85,-68,29
NZ,New Zealand,,,,,,2020-04-21,-87,-36,-66,-85,-71,33
NZ,New Zealand,,,,,,2020-04-22,-87,-35,-64,-84,-70,33
NZ,New Zealand,,,,,,2020-04-23,-88,-35,-74,-85,-68,33
NZ,New Zealand,,,,,,2020-04-24,-88,-31,-68,-84,-66,35
NZ,New Zealand,,,,,,2020-04-25,-89,-53,-69,-81,-56,24
NZ,New Zealand,,,,,,2020-04-26,-88,-37,-69,-82,-49,20
NZ,New Zealand,,,,,,2020-04-27,-89,-41,-63,-87,-81,32
NZ,New Zealand,,,,,,2020-04-28,-68,-28,-48,-73,-47,22
NZ,New Zealand,,,,,,2020-04-29,-70,-30,-51,-72,-48,14
NZ,New Zealand,,,,,,2020-04-30,-81,-25,-53,-69,-46,24
NZ,New Zealand,,,,,,2020-05-01,-80,-23,-51,-69,-44,25
NZ,New Zealand,,,,,,2020-05-02,-83,-29,-56,-65,-34,18
NZ,New Zealand,,,,,,2020-05-03,-87,-38,-72,-76,-39,18
NZ,New Zealand,,,,,,2020-05-04,-80,-30,-59,-70,-37,20
NZ,New Zealand,,,,,,2020-05-05,-81,-29,-64,-72,-46,24
NZ,New Zealand,,,,,,2020-05-06,-79,-23,-48,-68,-44,23
NZ,New Zealand,,,,,,2020-05-07,-72,-25,-55,-70,-42,23
NZ,New Zealand,,,,,,2020-05-08,-70,-21,-51,-70,-40,24
NZ,New Zealand,,,,,,2020-05-09,-71,-20,-41,-64,-27,16
NZ,New Zealand,,,,,,2020-05-10,-72,-25,-44,-68,-30,14
NZ,New Zealand,,,,,,2020-05-11,-72,-33,-54,-70,-33,19
NZ,New Zealand,,,,,,2020-05-12,-70,-25,-52,-70,-40,22
NZ,New Zealand,,,,,,2020-05-13,-70,-25,-53,-68,-39,21
NZ,New Zealand,,,,,,2020-05-14,-35,-9,-45,-50,-28,15
NZ,New Zealand,,,,,,2020-05-15,-35,-8,-42,-48,-28,16
NZ,New Zealand,,,,,,2020-05-16,-31,-8,-35,-32,-12,8
NZ,New Zealand,,,,,,2020-05-17,-34,-10,-33,-38,-17,8
NZ,New Zealand,,,,,,2020-05-18,-33,-10,-39,-39,-2,8
NZ,New Zealand,,,,,,2020-05-19,-36,-10,-37,-42,-14,11
NZ,New Zealand,,,,,,2020-05-20,-29,-13,-38,-47,-14,11
NZ,New Zealand,,,,,,2020-05-21,-28,-12,-42,-47,-10,11
NZ,New Zealand,,,,,,2020-05-22,-24,-8,-39,-45,-9,11
NZ,New Zealand,,,,,,2020-05-23,-18,-9,-33,-38,-7,7
NZ,New Zealand,,,,,,2020-05-24,-25,-15,-53,-52,-16,8
NZ,New Zealand,,,,,,2020-05-25,-29,-16,-57,-48,-1,9
NZ,New Zealand,,,,,,2020-05-26,-27,-12,-41,-46,-9,10
NZ,New Zealand,,,,,,2020-05-27,-26,-12,-45,-44,-9,10
NZ,New Zealand,,,,,,2020-05-28,-24,-9,-40,-40,-5,9
NZ,New Zealand,,,,,,2020-05-29,-20,-5,-45,-40,-9,9
NZ,New Zealand,,,,,,2020-05-30,-12,-4,-26,-31,-5,5
NZ,New Zealand,,,,,,2020-05-31,-15,-13,-31,-41,-11,5
NZ,New Zealand,,,,,,2020-06-01,-18,-9,-34,-56,-72,17
NZ,New Zealand,,,,,,2020-06-02,-29,-11,-36,-41,-8,8
NZ,New Zealand,,,,,,2020-06-03,-27,-12,-40,-39,-6,9
NZ,New Zealand,,,,,,2020-06-04,-27,-10,-51,-41,-2,9
NZ,New Zealand,,,,,,2020-06-05,-16,-9,-51,-43,-2,9
NZ,New Zealand,,,,,,2020-06-06,-8,-8,-41,-41,-2,7
NZ,New Zealand,,,,,,2020-06-07,-12,-10,-38,-46,-8,7
NZ,New Zealand,,,,,,2020-06-08,-21,-14,-40,-41,9,6
NZ,New Zealand,,,,,,2020-06-09,-19,-11,-35,-41,-3,7
NZ,New Zealand,,,,,,2020-06-10,-17,-12,-35,-38,-3,7
NZ,New Zealand,,,,,,2020-06-11,-14,-10,-40,-38,1,7
NZ,New Zealand,,,,,,2020-06-12,-9,-7,-45,-36,0,7
NZ,New Zealand,,,,,,2020-06-13,-1,-4,-30,-33,1,5
NZ,New Zealand,,,,,,2020-06-14,-6,-8,-33,-33,-4,5
NZ,New Zealand,,,,,,2020-06-15,-18,-12,-39,-34,11,4
NZ,New Zealand,,,,,,2020-06-16,-17,-10,-35,-36,-2,6
NZ,New Zealand,,,,,,2020-06-17,-15,-10,-36,-33,-2,6
NZ,New Zealand,,,,,,2020-06-18,-18,-14,-56,-38,-1,8
NZ,New Zealand,,,,,,2020-06-19,-8,-7,-46,-34,-1,7
NZ,New Zealand,,,,,,2020-06-20,1,-5,-30,-35,-1,5
NZ,New Zealand,,,,,,2020-06-21,-8,-8,-49,-42,-6,6
NZ,New Zealand,,,,,,2020-06-22,-16,-12,-36,-32,9,4
NZ,New Zealand,,,,,,2020-06-23,-15,-8,-33,-34,-4,6
NZ,New Zealand,,,,,,2020-06-24,-14,-10,-42,-32,-3,6
NZ,New Zealand,,,,,,2020-06-25,-13,-7,-48,-36,0,7
NZ,New Zealand,,,,,,2020-06-26,-7,-7,-47,-33,-1,7
NZ,New Zealand,,,,,,2020-06-27,-2,-6,-40,-34,-4,6
NZ,New Zealand,,,,,,2020-06-28,-6,-8,-47,-43,-7,6
NZ,New Zealand,,,,,,2020-06-29,-17,-13,-50,-33,11,5
NZ,New Zealand,,,,,,2020-06-30,-13,-10,-41,-33,-1,6
NZ,New Zealand,,,,,,2020-07-01,-13,-11,-43,-33,-2,6
NZ,New Zealand,,,,,,2020-07-02,-11,-9,-44,-32,1,6
NZ,New Zealand,,,,,,2020-07-03,-4,-6,-37,-29,0,6
NZ,New Zealand,,,,,,2020-07-04,1,-5,-25,-27,-4,4
NZ,New Zealand,,,,,,2020-07-05,-4,-8,-43,-38,-10,5
NZ,New Zealand,,,,,,2020-07-06,-9,-10,-43,-33,-4,6
NZ,New Zealand,,,,,,2020-07-07,-7,-5,-35,-33,-15,7
NZ,New Zealand,,,,,,2020-07-08,-9,-10,-45,-36,-15,8
NZ,New Zealand,,,,,,2020-07-09,-4,-6,-35,-31,-12,7
NZ,New Zealand,,,,,,2020-07-10,-1,-4,-27,-30,-14,7
NZ,New Zealand,,,,,,2020-07-11,2,-4,-22,-29,-5,4
NZ,New Zealand,,,,,,2020-07-12,-2,-7,-34,-32,-10,4
NZ,New Zealand,,,,,,2020-07-13,-5,-6,-29,-29,-5,5
NZ,New Zealand,,,,,,2020-07-14,-7,-8,-25,-31,-15,6
NZ,New Zealand,,,,,,2020-07-15,-6,-9,-42,-31,-14,7
NZ,New Zealand,,,,,,2020-07-16,-5,-7,-44,-32,-12,7
NZ,New Zealand,,,,,,2020-07-17,0,-4,-38,-31,-13,7
NZ,New Zealand,,,,,,2020-07-18,3,-4,-29,-26,-5,4
NZ,New Zealand,,,,,,2020-07-19,-1,-3,-33,-32,-8,4
NZ,New Zealand,,,,,,2020-07-20,-12,-10,-40,-26,12,3
NZ,New Zealand,,,,,,2020-07-21,-13,-8,-40,-29,-1,5
NZ,New Zealand,,,,,,2020-07-22,-11,-9,-44,-28,0,5
NZ,New Zealand,,,,,,2020-07-23,-8,-7,-42,-26,4,4
NZ,New Zealand,,,,,,2020-07-24,-3,-5,-39,-26,3,4
NZ,New Zealand,,,,,,2020-07-25,6,-1,-13,-26,-3,3
NZ,New Zealand,,,,,,2020-07-26,0,-4,-28,-30,-8,3
NZ,New Zealand,,,,,,2020-07-27,-12,-9,-32,-22,13,2
NZ,New Zealand,,,,,,2020-07-28,-12,-7,-32,-26,1,4
NZ,New Zealand,,,,,,2020-07-29,-9,-6,-34,-24,1,4
NZ,New Zealand,,,,,,2020-07-30,-5,-6,-19,-22,4,3
NZ,New Zealand,,,,,,2020-07-31,0,-4,-25,-24,2,4
NZ,New Zealand,,,,,,2020-08-01,7,-1,1,-25,-5,4
NZ,New Zealand,,,,,,2020-08-02,-1,-5,-25,-34,-9,4
NZ,New Zealand,,,,,,2020-08-03,-10,-10,-17,-22,14,2
NZ,New Zealand,,,,,,2020-08-04,-7,-6,-4,-23,0,3
NZ,New Zealand,,,,,,2020-08-05,-5,-6,-8,-21,1,3
NZ,New Zealand,,,,,,2020-08-06,-5,-7,-20,-21,4,3
NZ,New Zealand,,,,,,2020-08-07,-2,-5,-26,-22,2,4
NZ,New Zealand,,,,,,2020-08-08,7,-1,3,-21,-5,3
NZ,New Zealand,,,,,,2020-08-09,0,-5,-16,-30,-10,3
NZ,New Zealand,,,,,,2020-08-10,-9,-10,-15,-20,13,2
NZ,New Zealand,,,,,,2020-08-11,-11,-9,-23,-25,-1,4
NZ,New Zealand,,,,,,2020-08-12,-18,5,-30,-43,-15,10
NZ,New Zealand,,,,,,2020-08-13,-30,-11,-29,-51,-20,13
NZ,New Zealand,,,,,,2020-08-14,-25,-7,-38,-53,-20,14
NZ,New Zealand,,,,,,2020-08-15,-26,-14,-14,-48,-17,11
NZ,New Zealand,,,,,,2020-08-16,-30,-21,-18,-54,-23,10
NZ,New Zealand,,,,,,2020-08-17,-31,-19,-26,-50,-11,10
NZ,New Zealand,,,,,,2020-08-18,-30,-14,-29,-53,-20,12
NZ,New Zealand,,,,,,2020-08-19,-31,-16,-42,-55,-20,14
NZ,New Zealand,,,,,,2020-08-20,-29,-14,-34,-53,-16,12
NZ,New Zealand,,,,,,2020-08-21,-25,-11,-38,-53,-17,14
NZ,New Zealand,,,,,,2020-08-22,-21,-11,-7,-47,-15,9
NZ,New Zealand,,,,,,2020-08-23,-28,-17,-34,-58,-22,10
NZ,New Zealand,,,,,,2020-08-24,-30,-16,-34,-51,-7,10
NZ,New Zealand,,,,,,2020-08-25,-28,-13,-33,-53,-18,12
NZ,New Zealand,,,,,,2020-08-26,-25,-11,-23,-51,-16,11
NZ,New Zealand,,,,,,2020-08-27,-27,-12,-34,-52,-14,12
NZ,New Zealand,,,,,,2020-08-28,-21,-7,-23,-50,-14,11
NZ,New Zealand,,,,,,2020-08-29,-20,-8,-2,-48,-13,8
NZ,New Zealand,,,,,,2020-08-30,-25,-11,-12,-54,-19,8
NZ,New Zealand,,,,,,2020-08-31,-11,-9,-19,-35,7,4
NZ,New Zealand,,,,,,2020-09-01,-13,-7,-22,-40,-6,7
NZ,New Zealand,,,,,,2020-09-02,-11,-7,-20,-40,-5,6
NZ,New Zealand,,,,,,2020-09-03,-9,-7,-14,-37,-2,5
NZ,New Zealand,,,,,,2020-09-04,-5,-4,-15,-37,-4,5
NZ,New Zealand,,,,,,2020-09-05,0,1,-5,-37,-8,4
NZ,New Zealand,,,,,,2020-09-06,-3,-6,-29,-47,-14,4
NZ,New Zealand,,,,,,2020-09-07,-13,-10,-19,-35,7,4
NZ,New Zealand,,,,,,2020-09-08,-11,-7,-1,-36,-4,5
NZ,New Zealand,,,,,,2020-09-09,-11,-8,-12,-37,-4,5
NZ,New Zealand,,,,,,2020-09-10,-11,-7,-21,-37,-1,5
NZ,New Zealand,,,,,,2020-09-11,-5,-4,-19,-35,-2,5
NZ,New Zealand,,,,,,2020-09-12,2,-3,15,-30,-7,3
NZ,New Zealand,,,,,,2020-09-13,-3,-5,-11,-41,-14,3
NZ,New Zealand,,,,,,2020-09-14,-10,-9,-10,-31,11,2
NZ,New Zealand,,,,,,2020-09-15,-8,-5,-12,-36,-1,4
NZ,New Zealand,,,,,,2020-09-16,-6,-5,-7,-34,-2,4
NZ,New Zealand,,,,,,2020-09-17,-7,-8,-14,-34,1,4
NZ,New Zealand,,,,,,2020-09-18,-6,-7,-24,-35,-2,5
NZ,New Zealand,,,,,,2020-09-19,2,-3,0,-32,-6,4
NZ,New Zealand,,,,,,2020-09-20,1,-5,7,-36,-12,3
NZ,New Zealand,,,,,,2020-09-21,-8,-9,-1,-26,10,2
NZ,New Zealand,,,,,,2020-09-22,-7,-7,-2,-30,-2,4
NZ,New Zealand,,,,,,2020-09-23,-6,-6,-15,-30,-1,4
NZ,New Zealand,,,,,,2020-09-24,-5,-5,-25,-30,3,4
NZ,New Zealand,,,,,,2020-09-25,0,-3,-17,-27,2,4
NZ,New Zealand,,,,,,2020-09-26,4,-2,7,-25,-4,3
NZ,New Zealand,,,,,,2020-09-27,-6,-9,-37,-39,-13,6
NZ,New Zealand,,,,,,2020-09-28,-3,-7,-18,-28,-2,5
NZ,New Zealand,,,,,,2020-09-29,-3,-4,-17,-33,-14,7
NZ,New Zealand,,,,,,2020-09-30,1,-2,-4,-29,-13,5
NZ,New Zealand,,,,,,2020-10-01,1,-2,-1,-30,-9,4
NZ,New Zealand,,,,,,2020-10-02,2,-2,-5,-31,-11,5
NZ,New Zealand,,,,,,2020-10-03,6,-1,8,-24,-6,2
NZ,New Zealand,,,,,,2020-10-04,5,-4,3,-29,-11,2
NZ,New Zealand,,,,,,2020-10-05,2,-4,11,-25,-2,2
NZ,New Zealand,,,,,,2020-10-06,1,-4,6,-31,-13,4
NZ,New Zealand,,,,,,2020-10-07,2,-3,-4,-31,-12,4
NZ,New Zealand,,,,,,2020-10-08,3,-3,-11,-30,-8,4
NZ,New Zealand,,,,,,2020-10-09,4,-2,-11,-31,-10,5
NZ,New Zealand,,,,,,2020-10-10,7,-3,-4,-27,-3,2
NZ,New Zealand,,,,,,2020-10-11,3,-3,-20,-30,-7,3
NZ,New Zealand,,,,,,2020-10-12,-7,-9,-26,-25,16,2
NZ,New Zealand,,,,,,2020-10-13,-5,-6,-19,-30,3,4
NZ,New Zealand,,,,,,2020-10-14,-1,-5,-11,-27,4,2
NZ,New Zealand,,,,,,2020-10-15,-1,-5,-25,-28,7,3
NZ,New Zealand,,,,,,2020-10-16,5,-2,-11,-27,6,2
NZ,New Zealand,,,,,,2020-10-17,10,1,3,-28,-1,2
NZ,New Zealand,,,,,,2020-10-18,1,-5,-10,-33,-8,3
NZ,New Zealand,,,,,,2020-10-19,-7,-9,-20,-26,16,2
NZ,New Zealand,,,,,,2020-10-20,-5,-7,-10,-29,3,3
NZ,New Zealand,,,,,,2020-10-21,-2,-7,-6,-27,4,2
NZ,New Zealand,,,,,,2020-10-22,2,-1,-4,-23,6,1
NZ,New Zealand,,,,,,2020-10-23,5,2,-4,-25,-3,2
NZ,New Zealand,,,,,,2020-10-24,9,2,17,-25,-9,0
NZ,New Zealand,,,,,,2020-10-25,11,-3,18,-34,-13,0
NZ,New Zealand,,,,,,2020-10-26,4,-1,29,-47,-71,12
NZ,New Zealand,,,,,,2020-10-27,-6,-3,-9,-28,0,3
NZ,New Zealand,,,,,,2020-10-28,-2,-4,-7,-26,4,2
NZ,New Zealand,,,,,,2020-10-29,-2,-4,-16,-26,8,2
NZ,New Zealand,,,,,,2020-10-30,2,-3,-16,-26,7,2
NZ,New Zealand,,,,,,2020-10-31,7,0,-16,-26,2,2
NZ,New Zealand,,,,,,2020-11-01,2,-4,-3,-29,-7,3
NZ,New Zealand,,,,,,2020-11-02,-5,-7,-9,-23,17,1
NZ,New Zealand,,,,,,2020-11-03,-2,-6,-14,-29,4,3
NZ,New Zealand,,,,,,2020-11-04,-1,-5,-5,-28,4,2
NZ,New Zealand,,,,,,2020-11-05,-4,-7,-27,-30,6,4
NZ,New Zealand,,,,,,2020-11-06,2,-2,-13,-28,5,2
NZ,New Zealand,,,,,,2020-11-07,7,-3,-7,-30,0,3
NZ,New Zealand,,,,,,2020-11-08,2,-3,-27,-37,-8,5
SE,Sweden,,,,,,2020-02-15,2,0,3,4,-2,0
SE,Sweden,,,,,,2020-02-16,-10,-7,-30,-11,-5,2
SE,Sweden,,,,,,2020-02-17,-4,-3,-3,-6,-6,2
SE,Sweden,,,,,,2020-02-18,0,0,13,-4,-5,1
SE,Sweden,,,,,,2020-02-19,3,1,26,-3,-5,1
SE,Sweden,,,,,,2020-02-20,1,1,-1,-6,-6,1
SE,Sweden,,,,,,2020-02-21,5,0,22,-2,-7,1
SE,Sweden,,,,,,2020-02-22,0,-1,-10,-2,-3,1
SE,Sweden,,,,,,2020-02-23,2,0,23,0,-1,0
SE,Sweden,,,,,,2020-02-24,2,0,24,-3,-4,1
SE,Sweden,,,,,,2020-02-25,8,9,8,-3,-4,1
SE,Sweden,,,,,,2020-02-26,5,2,4,-5,-4,1
SE,Sweden,,,,,,2020-02-27,7,4,10,-2,-5,1
SE,Sweden,,,,,,2020-02-28,7,2,16,-1,-6,1
SE,Sweden,,,,,,2020-02-29,8,4,8,5,0,0
SE,Sweden,,,,,,2020-03-01,-1,-2,-7,-6,-2,1
SE,Sweden,,,,,,2020-03-02,1,2,10,-3,-2,1
SE,Sweden,,,,,,2020-03-03,0,2,5,-4,-2,1
SE,Sweden,,,,,,2020-03-04,-2,-1,-2,-5,-2,1
SE,Sweden,,,,,,2020-03-05,0,3,8,-4,-2,1
SE,Sweden,,,,,,2020-03-06,2,1,24,-1,-2,1
SE,Sweden,,,,,,2020-03-07,5,4,36,6,0,0
SE,Sweden,,,,,,2020-03-08,1,-2,0,-6,-1,1
SE,Sweden,,,,,,2020-03-09,-2,0,8,-5,0,1
SE,Sweden,,,,,,2020-03-10,-4,1,3,-6,0,1
SE,Sweden,,,,,,2020-03-11,-4,4,10,-7,-1,2
SE,Sweden,,,,,,2020-03-12,-12,11,-17,-16,-4,4
SE,Sweden,,,,,,2020-03-13,-13,8,-4,-19,-10,6
SE,Sweden,,,,,,2020-03-14,-17,9,59,-13,-6,3
SE,Sweden,,,,,,2020-03-15,-25,-2,-15,-30,-10,5
SE,Sweden,,,,,,2020-03-16,-19,3,11,-25,-17,8
SE,Sweden,,,,,,2020-03-17,-24,0,2,-32,-21,9
SE,Sweden,,,,,,2020-03-18,-26,-3,1,-37,-27,11
SE,Sweden,,,,,,2020-03-19,-22,-2,40,-35,-28,11
SE,Sweden,,,,,,2020-03-20,-24,-5,11,-37,-28,12
SE,Sweden,,,,,,2020-03-21,-26,-5,66,-28,-13,6
SE,Sweden,,,,,,2020-03-22,-26,-9,57,-33,-15,5
SE,Sweden,,,,,,2020-03-23,-25,-8,8,-38,-27,11
SE,Sweden,,,,,,2020-03-24,-25,-7,22,-37,-28,11
SE,Sweden,,,,,,2020-03-25,-19,1,25,-36,-28,11
SE,Sweden,,,,,,2020-03-26,-18,-2,48,-35,-28,11
SE,Sweden,,,,,,2020-03-27,-19,-5,43,-35,-29,11
SE,Sweden,,,,,,2020-03-28,-24,-4,52,-29,-15,6
SE,Sweden,,,,,,2020-03-29,-24,-10,43,-36,-18,5
SE,Sweden,,,,,,2020-03-30,-22,-10,8,-39,-29,11
SE,Sweden,,,,,,2020-03-31,-22,-7,27,-37,-29,11
SE,Sweden,,,,,,2020-04-01,-22,-5,27,-38,-29,11
SE,Sweden,,,,,,2020-04-02,-27,-8,-6,-43,-30,13
SE,Sweden,,,,,,2020-04-03,-25,-7,6,-41,-31,13
SE,Sweden,,,,,,2020-04-04,-26,-5,57,-32,-16,6
SE,Sweden,,,,,,2020-04-05,-25,-9,69,-37,-18,6
SE,Sweden,,,,,,2020-04-06,-12,-2,92,-35,-36,11
SE,Sweden,,,,,,2020-04-07,-13,2,65,-37,-36,11
SE,Sweden,,,,,,2020-04-08,-8,9,77,-36,-37,10
SE,Sweden,,,,,,2020-04-09,-3,18,81,-37,-44,12
SE,Sweden,,,,,,2020-04-10,-45,-20,129,-54,-80,21
SE,Sweden,,,,,,2020-04-11,-41,-15,84,-36,-24,6
SE,Sweden,,,,,,2020-04-12,-34,-17,54,-43,-24,6
SE,Sweden,,,,,,2020-04-13,-38,-20,43,-61,-82,23
SE,Sweden,,,,,,2020-04-14,-19,-6,32,-38,-31,11
SE,Sweden,,,,,,2020-04-15,-19,-5,63,-35,-31,11
SE,Sweden,,,,,,2020-04-16,-19,-3,50,-37,-31,11
SE,Sweden,,,,,,2020-04-17,-18,-3,56,-36,-32,11
SE,Sweden,,,,,,2020-04-18,-25,-5,83,-26,-12,5
SE,Sweden,,,,,,2020-04-19,-22,-10,104,-31,-13,4
SE,Sweden,,,,,,2020-04-20,-12,-4,78,-32,-27,9
SE,Sweden,,,,,,2020-04-21,-13,-4,129,-29,-26,8
SE,Sweden,,,,,,2020-04-22,-13,-4,124,-30,-25,8
SE,Sweden,,,,,,2020-04-23,-13,-2,105,-31,-26,9
SE,Sweden,,,,,,2020-04-24,-13,-1,50,-34,-27,10
SE,Sweden,,,,,,2020-04-25,-16,-1,73,-24,-10,5
SE,Sweden,,,,,,2020-04-26,-13,-5,82,-31,-11,4
SE,Sweden,,,,,,2020-04-27,-13,-5,17,-36,-27,10
SE,Sweden,,,,,,2020-04-28,-16,-4,23,-36,-26,8
SE,Sweden,,,,,,2020-04-29,-13,2,35,-34,-25,9
SE,Sweden,,,,,,2020-04-30,-9,14,44,-35,-33,9
SE,Sweden,,,,,,2020-05-01,-46,-24,35,-60,-79,23
SE,Sweden,,,,,,2020-05-02,-20,-5,81,-27,-12,5
SE,Sweden,,,,,,2020-05-03,-18,-8,94,-30,-10,3
SE,Sweden,,,,,,2020-05-04,-14,-4,31,-36,-26,9
SE,Sweden,,,,,,2020-05-05,-14,-3,72,-33,-24,9
SE,Sweden,,,,,,2020-05-06,-14,-2,85,-31,-24,9
SE,Sweden,,,,,,2020-05-07,-13,0,86,-31,-24,8
SE,Sweden,,,,,,2020-05-08,-14,-1,84,-31,-25,8
SE,Sweden,,,,,,2020-05-09,-16,-1,146,-17,-5,2
SE,Sweden,,,,,,2020-05-10,-20,-6,34,-39,-11,5
SE,Sweden,,,,,,2020-05-11,-13,-2,45,-34,-25,9
SE,Sweden,,,,,,2020-05-12,-18,-3,33,-34,-24,9
SE,Sweden,,,,,,2020-05-13,-18,-3,48,-34,-23,9
SE,Sweden,,,,,,2020-05-14,-16,-1,49,-34,-24,8
SE,Sweden,,,,,,2020-05-15,-17,-4,47,-33,-26,9
SE,Sweden,,,,,,2020-05-16,-19,-3,56,-26,-7,4
SE,Sweden,,,,,,2020-05-17,-20,-7,48,-35,-6,5
SE,Sweden,,,,,,2020-05-18,-11,-3,61,-32,-24,8
SE,Sweden,,,,,,2020-05-19,-10,1,75,-30,-23,8
SE,Sweden,,,,,,2020-05-20,5,17,137,-23,-25,5
SE,Sweden,,,,,,2020-05-21,-21,0,268,-42,-76,17
SE,Sweden,,,,,,2020-05-22,-10,-4,184,-35,-57,12
SE,Sweden,,,,,,2020-05-23,-19,-3,61,-30,-7,4
SE,Sweden,,,,,,2020-05-24,-15,-7,63,-30,-5,2
SE,Sweden,,,,,,2020-05-25,0,5,95,-28,-25,7
SE,Sweden,,,,,,2020-05-26,-1,3,163,-24,-21,6
SE,Sweden,,,,,,2020-05-27,-2,5,86,-28,-21,7
SE,Sweden,,,,,,2020-05-28,0,6,110,-26,-21,7
SE,Sweden,,,,,,2020-05-29,-2,2,144,-23,-23,5
SE,Sweden,,,,,,2020-05-30,-6,6,186,-7,6,0
SE,Sweden,,,,,,2020-05-31,2,11,202,-12,9,-2
SE,Sweden,,,,,,2020-06-01,1,5,191,-22,-23,5
SE,Sweden,,,,,,2020-06-02,-2,4,182,-23,-21,5
SE,Sweden,,,,,,2020-06-03,-1,4,150,-23,-21,6
SE,Sweden,,,,,,2020-06-04,-2,5,116,-25,-22,6
SE,Sweden,,,,,,2020-06-05,-7,0,75,-28,-26,7
SE,Sweden,,,,,,2020-06-06,-19,-2,53,-26,-6,4
SE,Sweden,,,,,,2020-06-07,-5,0,119,-21,3,1
SE,Sweden,,,,,,2020-06-08,2,4,125,-24,-23,6
SE,Sweden,,,,,,2020-06-09,3,5,177,-21,-22,5
SE,Sweden,,,,,,2020-06-10,4,6,181,-21,-23,5
SE,Sweden,,,,,,2020-06-11,5,9,166,-23,-25,5
SE,Sweden,,,,,,2020-06-12,-3,0,174,-23,-29,5
SE,Sweden,,,,,,2020-06-13,-9,3,232,-4,8,-1
SE,Sweden,,,,,,2020-06-14,-3,5,246,-11,8,-3
SE,Sweden,,,,,,2020-06-15,6,8,193,-23,-30,5
SE,Sweden,,,,,,2020-06-16,1,8,140,-26,-30,6
SE,Sweden,,,,,,2020-06-17,6,18,154,-23,-30,5
SE,Sweden,,,,,,2020-06-18,15,39,237,-19,-36,3
SE,Sweden,,,,,,2020-06-19,-57,-26,285,-42,-79,10
SE,Sweden,,,,,,2020-06-20,-46,-21,227,-22,-17,0
SE,Sweden,,,,,,2020-06-21,-4,1,169,-19,2,-3
SE,Sweden,,,,,,2020-06-22,7,9,154,-27,-38,7
SE,Sweden,,,,,,2020-06-23,4,6,271,-21,-36,5
